res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway
11283,Harajuku - The O Hotel,['Fine Dining'],https://www.zomato.com/pune/harajuku-the-o-hotel-koregaon-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The O Hotel, North Main Road, Koregaon Park, Pune",Pune,5,"The O Hotel, Koregaon Park",18.5402389743,73.8875184953,0,1,"The O Hotel, Koregaon Park, Pune","Japanese, Sushi","12:30 PM to 3 PM, 7:30 PM to 11:30 PM",4500,4,Rs.,"['Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Indoor Seating', 'Table booking recommended', 'Valet Parking Available', 'Air Conditioned', 'Fullbar']",3.7,Good,96,38,0.0,-1,-1
10663,Mix@36 - The Westin,['Lounge'],https://www.zomato.com/pune/mix@36-the-westin-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Westin, Survey 36/3B, KP Annexe Mundhwa Road, Mundhwa, Pune",Pune,5,"The Westin, Mundhwa",18.5400396662,73.905909732,411001,1,"The Westin, Mundhwa, Pune","Finger Food, Asian, Continental, North Indian","5 PM to 1 AM (Mon-Thu, Sun), 5 PM to 2 AM (Fri-Sat)",4200,4,Rs.,"['Cash', 'Debit Card', 'Serves Alcohol', 'Takeaway Available', 'Dinner', 'Credit Card', 'Above 18 Only', 'Live Sports Screening', 'Outdoor Seating', 'Table reservation required', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Valet Parking Available', 'Live Music', 'Air Conditioned', 'Nightlife', 'Beer', 'LGBTQIA Friendly']",4.0,Very Good,682,78,0.0,-1,-1
10743,Kangan - The Westin,['Fine Dining'],https://www.zomato.com/pune/kangan-the-westin-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Westin, 36/3B, KP Annexe, Mundhwa Road, Mundhwa, Pune",Pune,5,"The Westin, Mundhwa",18.5394554094,73.90604015439999,411001,1,"The Westin, Mundhwa, Pune","Mughlai, North Indian","6:30pm â 11:30pm (Mon-Fri),12:30pm â 3:30pm, 6:30pm â 11:30pm (Sat-Sun)",4000,4,Rs.,"['Serves Alcohol', 'Cash', 'Debit Card', 'Takeaway Available', 'Dinner', 'Credit Card', 'Air Conditioned', 'Wheelchair Accessible', 'Fullbar', 'Outdoor Seating', 'Luxury Dining', 'Table booking recommended', 'Valet Parking Available', 'Indoor Seating']",4.0,Very Good,310,285,0.0,-1,-1
18938162,Palette - The Westin,['Fine Dining'],https://www.zomato.com/pune/palette-the-westin-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Westin, 36/3B, KP Annexe, Mundhwa Road, Mundhwa, Pune",Pune,5,"The Westin, Mundhwa",18.5394296613,73.9060089737,,1,"The Westin, Mundhwa, Pune","Asian, Continental",6:30 PM to 11:30 PM,4000,4,Rs.,"['Serves Alcohol', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Dinner', 'Table booking recommended', 'Air Conditioned', 'Luxury Dining', 'DJ', 'Fullbar', 'Beer', 'Indoor Seating', 'Free Wifi', 'Digital Payments Accepted', 'Smoking Area', 'Valet Parking Available', 'Wine', 'Live Music', 'Serves Cocktails']",3.3,Average,9,31,0.0,-1,-1
18310167,Coriander Kitchen - Conrad Pune,['Fine Dining'],https://www.zomato.com/pune/coriander-kitchen-conrad-pune-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Conrad, Mangaldas Road, Bund Garden Road, Pune",Pune,5,"Conrad Pune, Bund Garden Road",18.5354091058,73.8835917413,,1,"Conrad Pune, Bund Garden Road, Pune","North Indian, Asian, Mediterranean","6 AM to 11:30 PM (Mon-Thu, Sun), 6 AM to 12:30 AM (Fri-Sat)",3200,4,Rs.,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Free Parking', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Disabled Friendly', 'Luxury Dining', 'Wheelchair Accessible', 'Serves Jain Food', 'Brunch', 'Valet Parking Available', 'Outdoor Seating', 'Romantic Dining', 'Free Wifi', 'Restricted Entry', 'Kid Friendly', 'Smoking Area', 'Wifi', 'Gluten Free Options', 'Vegan Options', 'Buffet']",4.4,Very Good,500,1116,0.0,-1,-1
11264,Baan Tao - Hyatt Pune,['Fine Dining'],https://www.zomato.com/pune/baan-tao-hyatt-pune-kalyani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hyatt Pune, Adjacent to Aga Khan Palace, Nagar Road, Kalyani Nagar, Pune",Pune,5,"Hyatt Pune, Nagar Road",18.5539658756,73.90461388979999,0,1,"Hyatt Pune, Nagar Road, Pune","Chinese, Thai, Vietnamese, Malaysian, Asian, Salad","12:30 PM to 3 PM, 7 PM to 11:30 PM",3000,4,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Valet Parking Available', 'Outdoor Seating', 'Romantic Dining', 'Table booking recommended', 'Wheelchair Accessible', 'Brunch', 'Sneakpeek', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Buffet']",4.4,Very Good,718,1275,0.0,-1,-1
11162,Alto Vino - JW Marriott Pune,['Fine Dining'],https://www.zomato.com/pune/alto-vino-jw-marriott-pune-senapati-bapat-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"JW Marriott, Senapati Bapat Road, Pune",Pune,5,"JW Marriott Pune, Senapati Bapat Road",18.5317610246,73.8297007978,0,1,"JW Marriott Pune, Senapati Bapat Road, Pune","Italian, Salad","12:30 PM to 3 PM, 7 PM to 11:30 PM (Mon-Sun)",3000,4,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Fullbar', 'Romantic Dining', 'Table booking recommended', 'Brunch', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Buffet']",4.4,Very Good,652,352,0.0,-1,-1
6505646,Feast - Sheraton Grand,['Fine Dining'],https://www.zomato.com/pune/feast-sheraton-grand-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sheraton Grand, Raja Bahadur Mill Road, Bund Garden Road, Pune",Pune,5,"Sheraton Grand, Bund Garden Road",18.5299162917,73.8715425879,,1,"Sheraton Grand, Bund Garden Road, Pune","North Indian, Asian, European",24 Hours,3000,4,Rs.,"['Credit Card', 'Debit Card', 'Lunch', 'Breakfast', 'Dinner', 'Cash', 'Brunch', 'Live Sports Screening', 'Fullbar', '4/5 Star', 'Air Conditioned', 'Luxury Dining', 'Buffet', 'Desserts and Bakes', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Wifi']",4.4,Very Good,520,1304,0.0,-1,-1
18413757,The House Of Medici - The Westin,['Lounge'],https://www.zomato.com/pune/the-house-of-medici-the-westin-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Westin, 36/3B, Mundhwa Road, Mundhwa Annexe, Mundhwa, Pune",Pune,5,"The Westin, Mundhwa",18.5394296613,73.9060089737,411001,1,"The Westin, Mundhwa, Pune","Asian, Continental","7:30 PM to 1:30 AM (Wed-Sat), Mon, Tue & Sun Closed",3000,4,Rs.,"['Dinner', 'Serves Alcohol', 'Cash', 'Debit Card', 'Credit Card', 'DJ', 'Nightlife', 'Fullbar', 'Beer', 'Indoor Seating', 'Table reservation required', 'Digital Payments Accepted', 'Wifi', 'Live Entertainment', 'Valet Parking Available', 'Wine', 'Live Music', 'Serves Cocktails', '4/5 Star', 'Above 18 Only', 'Restricted Entry', 'Air Conditioned', 'Smoking Area']",3.9,Good,257,298,0.0,-1,-1
18310169,Koji - Conrad Pune,['Fine Dining'],https://www.zomato.com/pune/koji-conrad-pune-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Conrad, Mangaldas Road, Bund Garden Road, Pune",Pune,5,"Conrad Pune, Bund Garden Road",18.5354863517,73.8835578784,,1,"Conrad Pune, Bund Garden Road, Pune","Chinese, Japanese, Thai","12:30PM to 3:30PM, 7PM to 11:30PM (Mon-Fri),12:30PM to 3:30PM, 7PM to 12Midnight (Sat),7PM to 12Midnight (Sun)",3000,4,Rs.,"['Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Fullbar', 'Air Conditioned', 'Luxury Dining', 'Indoor Seating', 'Table booking recommended', 'Wifi']",4.2,Very Good,185,242,0.0,-1,-1
18310175,Zeera - Conrad Pune,['Fine Dining'],https://www.zomato.com/pune/zeera-conrad-pune-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Conrad, Mangaldas Road, Bund Garden Road, Pune",Pune,5,"Conrad Pune, Bund Garden Road",18.5355070142,73.883423768,,1,"Conrad Pune, Bund Garden Road, Pune",North Indian,"7 PM to 11:30 PM (Mon-Thu, Sun), 7 PM to 12:30 AM (Fri-Sat)",3000,4,Rs.,"['Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Luxury Dining', 'Fullbar']",4.4,Very Good,139,196,0.0,-1,-1
18310185,Kabana - Conrad Pune,['Lounge'],https://www.zomato.com/pune/kabana-conrad-pune-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Conrad, Mangaldas Road, Bund Garden Road, Pune",Pune,5,"Conrad Pune, Bund Garden Road",18.5355779024,73.8831508532,,1,"Conrad Pune, Bund Garden Road, Pune","Continental, Italian","11 AM to 11 PM (Mon-Thu, Sun), 11 AM to 12 Midnight (Fri-Sat)",3000,4,Rs.,"['Dinner', 'Debit Card', 'Credit Card', 'Cash', 'Outdoor Seating', 'Air Conditioned', 'Fullbar', 'Table booking recommended', 'LGBTQIA Friendly', 'Nightlife', 'Indoor Seating', 'Smoking Area', 'Poolside', 'Wifi']",4.2,Very Good,85,122,0.0,-1,-1
18310182,Masu - Conrad Pune,['Bar'],https://www.zomato.com/pune/masu-conrad-pune-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Conrad, Mangaldas Road, Bund Garden Road, Pune",Pune,5,"Conrad Pune, Bund Garden Road",18.5355537432,73.8833298907,,1,"Conrad Pune, Bund Garden Road, Pune",Asian,3 PM to 1 AM,3000,4,Rs.,"['Dinner', 'Serves Alcohol', 'Credit Card', 'Debit Card', 'Cash', 'Outdoor Seating', 'Wifi', 'Indoor Seating', 'Nightlife', 'Air Conditioned', 'Fullbar', 'LGBTQIA Friendly']",3.9,Good,74,27,0.0,-1,-1
11666,Kitsch - The O Hotel,['Fine Dining'],https://www.zomato.com/pune/kitsch-the-o-hotel-koregaon-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The O Hotel, North Main Road, Koregaon Park, Pune",Pune,5,"The O Hotel, Koregaon Park",18.5398006234,73.8878430426,0,1,"The O Hotel, Koregaon Park, Pune","Italian, European, North Indian",24 Hours,2900,4,Rs.,"['Debit Card', 'Delivery', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Credit Card', 'Breakfast', 'Dinner', 'Fullbar', 'Wine', 'Indoor Seating', 'Variable Menu', 'Axis Bank - Dining Delights', 'Valet Parking Available', 'Outdoor Seating', 'Beer', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Sneakpeek', 'Wheelchair Accessible', 'Halal', 'All Day Breakfast', 'Buffet']",3.9,Good,213,221,0.0,1,-1
11543,Connexions Lounge & Bar - Holiday Inn Pune Hinjawadi,['Lounge'],https://www.zomato.com/pune/connexions-lounge-bar-holiday-inn-pune-hinjawadi-hinjawadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Holiday Inn, Pune-Bangalore Highway, Next To Balewadi Sports Complex, Hinjawadi, Pune",Pune,5,"Holiday Inn, Hinjewadi",18.5811436949,73.76034893100001,0,1,"Holiday Inn, Hinjewadi, Pune","Finger Food, Fast Food",11 AM to 11 PM,2900,4,Rs.,"['Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Valet Parking Available', 'Indoor Seating', 'Table Reservation Not Required', 'Fullbar', 'Air Conditioned', 'Axis Bank - Dining Delights']",3.5,Good,20,7,0.0,-1,-1
11024,Roof Top Bar - Sheraton Grand,['Casual Dining'],https://www.zomato.com/pune/roof-top-bar-sheraton-grand-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sheraton Grand, Raja Bahadur Mill Road, Bund Garden Road, Pune",Pune,5,Bund Garden Road,18.5298860917,73.8713990897,0,1,"Bund Garden Road, Pune","North Indian, Seafood, Kebab",11:30 AM to 11:30 PM,2900,4,Rs.,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Fullbar', '4/5 Star']",3.3,Average,20,7,0.0,-1,-1
11878,Oak Lounge - Marriott Suites Pune,['Lounge'],https://www.zomato.com/pune/oak-lounge-marriott-suites-pune-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Marriott Suites Pune, 81 Mundhwa Koregaon Park Annex, Mundhwa, Pune",Pune,5,Marriott Suites Pune,18.532673688,73.9101915434,411036,1,"Marriott Suites Pune, Pune",Finger Food,"7:30 PM to 1:30 AM (Tue-Thu, Sun), 7:30 PM to 2:30 AM (Fri-Sat), Mon Closed",2700,4,Rs.,"['Debit Card', 'Dinner', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dance Floor', 'Wifi', 'Smoking Area', 'LGBTQIA Friendly', 'Air Conditioned', 'Indoor Seating', 'Nightlife', 'Outdoor Seating', 'Valet Parking Available', 'Table booking recommended', 'Fullbar']",4.1,Very Good,816,110,0.0,-1,-1
11219,The CafÃ¨ - Hyatt Regency Pune,['Fine Dining'],https://www.zomato.com/thecafe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hyatt Regency, Weikfield IT Park, Nagar Road, Viman Nagar, Pune",Pune,5,"The Hyatt Regency, Nagar Road",18.5603971301,73.911725767,411014,1,"The Hyatt Regency, Nagar Road, Pune","North Indian, Asian, Continental",6:30 AM to 12 Midnight,2600,4,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Buffet', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area', 'Wifi', 'Brunch']",4.4,Very Good,584,2026,0.0,-1,-1
11255,Eighty Eight - Hyatt Pune,['Fine Dining'],https://www.zomato.com/pune/eighty-eight-hyatt-pune-kalyani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hyatt Pune, Adjacent to Aga Khan Palace, 88, Nagar Road, Kalyani Nagar, Pune",Pune,5,"Hyatt Pune, Nagar Road",18.5542335051,73.9046544582,0,1,"Hyatt Pune, Nagar Road, Pune","Continental, North Indian, Italian, Healthy Food",6:30 AM to 11:30 PM,2600,4,Rs.,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Buffet', 'Fullbar', 'Indoor Seating', 'Table Reservation Not Required', 'Smoking Area']",3.9,Good,290,672,0.0,-1,-1
11289,Easy - Blue Diamond,['Lounge'],https://www.zomato.com/pune/easy-blue-diamond-koregaon-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Blue Diamond, Koregaon Park Road",Pune,5,"Blue Diamond, Koregaon Park",18.5382760818,73.8861036301,0,1,"Blue Diamond, Koregaon Park, Pune","Continental, Finger Food",11 AM to 11 PM,2600,4,Rs.,"['Lunch', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating']",3.7,Good,35,20,0.0,-1,-1
11165,Paasha - JW Marriott Pune,['Fine Dining'],https://www.zomato.com/pune/paasha-jw-marriott-pune-senapati-bapat-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"JW Marriott, Senapati Bapat Road, Pune",Pune,5,"JW Marriott Pune, Senapati Bapat Road",18.531593178,73.8295847923,0,1,"JW Marriott Pune, Senapati Bapat Road, Pune",North Indian,"6 PM to 12:30 AM (Mon-Thu, Sun), 6 PM to 1:30 AM (Fri-Sat)",2500,4,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Fullbar', 'Table booking recommended', 'Outdoor Seating', '4/5 Star', 'Air Conditioned', 'Luxury Dining']",4.6,Excellent,3154,1011,0.0,-1,-1
11785,MoMo Cafe - Courtyard By Marriott Pune Hinjawadi,['Fine Dining'],https://www.zomato.com/pune/momo-cafe-courtyard-by-marriott-pune-hinjawadi-hinjawadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Courtyard By Marriott, P4 Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi, Pune",Pune,5,"Courtyard By Marriott, Hinjewadi",18.5917098762,73.7469268218,0,1,"Courtyard By Marriott, Hinjewadi, Pune","Asian, North Indian, Continental, European, Salad",24 Hours (Mon-Sun),2500,4,Rs.,"['Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Lunch', 'Smoking Area', 'Brunch', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Luxury Dining', 'Wifi', 'Fullbar', 'Free Wifi', 'Air Conditioned']",4.3,Very Good,734,1752,0.0,-1,-1
10625,Hard Rock Cafe,['Bar'],https://www.zomato.com/pune/hard-rock-cafe-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"81/82, East Main Road, Koregaon Park Extension, Mundhwa, Pune",Pune,5,Mundhwa,18.5386066758,73.9126316831,0,1,"Mundhwa, Pune","American, Continental, Mexican, Salad","12Noon to 12:30AM (Mon, Tue, Wed, Thu, Sun), 12Noon to 1AM (Fri),12Noon to 1:30AM (Sat)",2500,4,Rs.,"['Debit Card', 'Dinner', 'Credit Card', 'Serves Alcohol', 'Lunch', 'Takeaway Available', 'Cash', 'Fullbar', 'Air Conditioned', 'Table booking recommended', 'Serves Cocktails', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Smoking Area', 'Axis Bank - Dining Delights']",4.5,Excellent,3635,2071,0.0,-1,-1
11167,Mi-a-Mi - JW Marriott Pune,['Club'],https://www.zomato.com/pune/mi-a-mi-jw-marriott-pune-senapati-bapat-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"JW Marriott, Senapati Bapat Road, Pune",Pune,5,"JW Marriott Pune, Senapati Bapat Road",18.5319142481,73.8288042694,,1,"JW Marriott Pune, Senapati Bapat Road, Pune",Finger Food,"Closed (Mon, Tue, Thu, Sun), 9pm â 3am (Wed, Fri, Sat)",2500,4,Rs.,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Nightlife', 'Fullbar', 'Entry Fee', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'LGBTQIA Friendly']",4.3,Very Good,1993,231,0.0,-1,-1
11164,Shakahari - JW Marriott Pune,['Fine Dining'],https://www.zomato.com/pune/shakahari-jw-marriott-pune-senapati-bapat-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"JW Marriott, Senapati Bapat Road, Pune",Pune,5,"JW Marriott Pune, Senapati Bapat Road",18.531768654,73.8297018036,0,1,"JW Marriott Pune, Senapati Bapat Road, Pune","Rajasthani, Gujarati, North Indian","12:30pm â 3pm, 7pm â 11:30pm (Mon-Sat),12:30pm â 3:30pm, 7pm â 11:30pm (Sun)",2500,4,Rs.,"['Dinner', 'Credit Card', 'Debit Card', 'Cash', 'Free Parking', 'Valet Parking Available', 'Beer', 'Variable Menu', 'Kid Friendly', 'Luxury Dining', 'City View', 'Wine', 'Indoor Seating', '4/5 Star', 'Air Conditioned', 'Pure Veg', 'Buffet']",4.2,Very Good,929,901,0.0,-1,-1
6503070,TGI Fridays,['Bar'],https://www.zomato.com/pune/tgi-fridays-magarpatta?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Seasons Mall, Magarpatta, Pune",Pune,5,"Seasons Mall, Magarpatta ",18.519658,73.931618,,1,"Seasons Mall, Magarpatta , Pune","American, Mexican, Italian, Salad, Desserts",12 Noon to 12 Midnight (Mon-Sun),2500,4,Rs.,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Mall Parking', 'Dinner', 'Credit Card', 'Nightlife', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Wifi']",4.0,Very Good,1318,1332,0.0,-1,-1
10719,Addah - The O Hotel,['Lounge'],https://www.zomato.com/pune/addah-the-o-hotel-koregaon-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The O Hotel, North Main Road",Pune,5,"The O Hotel, Koregaon Park",18.5398212853,73.8878393546,411001,1,"The O Hotel, Koregaon Park, Pune",North Indian,7 PM to 12 Midnight,2500,4,Rs.,"['Cash', 'Credit Card', 'Dinner', 'Debit Card', 'Free Parking', 'Valet Parking Available', 'Outdoor Seating', 'Beer', 'Romantic Dining', 'Serves Cocktails', '4/5 Star', 'Air Conditioned', 'Nightlife', 'Fullbar', 'Wine', 'Poolside', 'Rooftop', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Luxury Dining']",4.0,Very Good,1026,293,0.0,-1,-1
13251,Evviva Sky Lounge - Crowne Plaza Pune City Centre,['Lounge'],https://www.zomato.com/pune/evviva-sky-lounge-crowne-plaza-pune-city-centre-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"CTS 37 & 37/1, 8th Floor, Crowne Plaza Pune City Centre, Bund Garden Road, Pune",Pune,5,"Crowne Plaza Pune City Centre, Bund Garden Road",18.5314733328,73.8767269626,411001,1,"Crowne Plaza Pune City Centre, Bund Garden Road, Pune","Bar Food, Kebab, Mexican",4pm â 1am (Mon-Sun),2500,4,Rs.,"['Dinner', 'Debit Card', 'Cash', 'Credit Card', 'DJ', 'Nightlife', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Dance Floor', 'City View', 'Fullbar', 'Live Music', 'Romantic Dining', 'Table booking recommended']",4.1,Very Good,654,618,0.0,-1,-1
6503689,Euriska,['Lounge'],https://www.zomato.com/pune/euriska-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Nitesh HUB, KP Annexe, Mundhwa, Pune",Pune,5,Mundhwa,18.5373427861,73.9085996524,,1,"Mundhwa, Pune","Finger Food, Italian, Mediterranean, Greek, Salad","Closed (Mon-Tue),5pm â 12midnight (Wed-Sat),4pm â 12midnight (Sun)",2500,4,Rs.,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Nightlife', 'Fullbar', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended']",4.0,Very Good,1053,1038,0.0,-1,-1
18568272,TGI Fridays,['Bar'],https://www.zomato.com/pune/tgi-fridays-senapati-bapat-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, The Pavilion, Senapati Bapat Road, Pune",Pune,5,"The Pavillion, Senapati Bapat Road",18.5341664909,73.8296843693,,1,"The Pavillion, Senapati Bapat Road, Pune","American, Mexican, Italian, Salad, Desserts",12 Noon to 12 Midnight,2500,4,Rs.,"['Lunch', 'Takeaway Available', 'Dinner', 'Mall Parking', 'Cash', 'Debit Card', 'Credit Card', 'Nightlife', 'Table booking recommended', 'Indoor Seating', 'Smoking Area', 'Outdoor Seating', 'Fullbar', 'Air Conditioned']",3.8,Good,610,587,0.0,-1,-1
11022,Chingari - Sheraton Grand,['Fine Dining'],https://www.zomato.com/pune/chingari-sheraton-grand-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sheraton Grand, Raja Bahadur Mill Road, Bund Garden Road, Pune",Pune,5,"Sheraton Grand, Bund Garden Road",18.5298733759,73.8713236526,0,1,"Sheraton Grand, Bund Garden Road, Pune","North Indian, Mughlai",7 PM to 11:30 PM,2500,4,Rs.,"['Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Romantic Dining', '4/5 Star', 'Air Conditioned', 'Luxury Dining', 'Valet Parking Available', 'Outdoor Seating', 'Poolside', 'Table booking recommended', 'Fullbar']",4.1,Very Good,498,227,0.0,-1,-1
6505228,Royal China,['Fine Dining'],https://www.zomato.com/pune/royal-china-mundhwa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Business Plaza Westin Hotel, KP Annexe, Mundhwa, Pune",Pune,5,Mundhwa,18.5390635,73.9062668,,1,"Mundhwa, Pune","Chinese, Cantonese","12noon â 3:30pm, 6:30pm â 11:30pm (Mon-Sun)",2500,4,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Fullbar', 'Air Conditioned', 'Valet Parking Available', 'Indoor Seating', 'Buffet']",4.7,Excellent,423,1282,0.0,-1,-1
11291,Whispering Bamboo - Blue Diamond,['Fine Dining'],https://www.zomato.com/pune/whispering-bamboo-blue-diamond-koregaon-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Blue Diamond, Koregaon Park, Pune",Pune,5,"Blue Diamond, Koregaon Park",18.5382595521,73.8861797377,0,1,"Blue Diamond, Koregaon Park, Pune","Chinese, Asian","12:30pm â 2:45pm, 7pm â 11:45pm (Mon-Sun)",2500,4,Rs.,"['Takeaway Available', 'Lunch', 'Cash', 'Debit Card', 'Dinner', 'Credit Card', 'Fullbar', 'Table booking recommended', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned']",4.2,Very Good,236,221,0.0,-1,-1
18341570,Mosaic - Crowne Plaza Pune City Centre,['Casual Dining'],https://www.zomato.com/pune/mosaic-crowne-plaza-pune-city-centre-bund-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Crowne Plaza Pune City Centre, Lobby Level, City Centre, Bund Garden Road, Pune",Pune,5,"Crowne Plaza Pune City Centre, Bund Garden Road",18.5309421348,73.8755360618,411001,1,"Crowne Plaza Pune City Centre, Bund Garden Road, Pune","North Indian, Fast Food",6:30 AM to 11 PM,2500,4,Rs.,"['Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Delivery', 'Buffet', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended', 'Wheelchair Accessible', 'Brunch', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",4.0,Very Good,197,365,0.0,-1,-1
